Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO
2021-02-18,Buffalo Sabres,1,Washington Capitals,3,2,0,0,1461.4371863850636,1504.4339978756561
2021-02-19,Chicago Blackhawks,3,Carolina Hurricanes,5,2,0,0,1499.2205747128414,1548.0448113655802
2021-02-19,Edmonton Oilers,2,Calgary Flames,1,1,0,0,1522.3849654132398,1493.486796919909
2021-02-19,Florida Panthers,7,Detroit Red Wings,2,5,0,0,1545.5146799320096,1428.8841885093238
2021-02-19,Winnipeg Jets,2,Vancouver Canucks,0,2,0,0,1515.8799149108238,1468.8702794473013
2021-02-20,Minnesota Wild,5,Anaheim Ducks,1,4,0,0,1512.029008421031,1458.3752037920674
2021-02-20,Los Angeles Kings,4,Arizona Coyotes,2,2,0,0,1492.1745498661105,1479.8153653040467
2021-02-20,Tampa Bay Lightning,0,Carolina Hurricanes,4,4,0,1,1529.772509560449,1556.9000280519397
2021-02-20,Nashville Predators,4,Columbus Blue Jackets,2,2,0,0,1477.2696649734683,1483.4478084815466
2021-02-20,Vegas Golden Knights,2,Colorado Avalanche,3,1,0,0,1527.2632691636363,1531.6407502871425
2021-02-20,Florida Panthers,1,Detroit Red Wings,2,1,1,1,1535.4536897099094,1438.945178731424
2021-02-20,Calgary Flames,1,Edmonton Oilers,7,6,1,1,1486.6786716098904,1529.1930907232584
2021-02-20,Toronto Maple Leafs,5,Montreal Canadiens,3,2,0,0,1553.8764159983152,1512.2786563953769
2021-02-20,Buffalo Sabres,3,New Jersey Devils,2,1,0,0,1471.0699685257196,1500.0930305954607
2021-02-20,New York Islanders,2,Pittsburgh Penguins,3,1,0,0,1495.5405779329992,1514.4282652931395
2021-02-20,San Jose Sharks,5,St. Louis Blues,4,1,0,0,1491.2796285459062,1507.4222246200593
2021-02-20,New York Rangers,4,Washington Capitals,1,3,0,0,1476.175817064938,1495.0424585372202
2021-02-21,Philadelphia Flyers,3,Boston Bruins,7,4,0,0,1502.6597932474135,1544.990088803109
2021-02-21,Montreal Canadiens,2,Ottawa Senators,3,1,1,0,1504.617110293518,1440.884517016893
2021-02-21,Winnipeg Jets,4,Vancouver Canucks,3,1,0,0,1523.3320355484661,1461.418158809659
2021-02-21,New Jersey Devils,3,Washington Capitals,4,1,1,1,1492.504745067022,1502.630744065659
2021-02-22,Anaheim Ducks,3,Arizona Coyotes,4,1,0,0,1451.39625605089,1486.794313045224
2021-02-22,Tampa Bay Lightning,4,Carolina Hurricanes,2,2,0,0,1538.9238775106717,1547.748660101717
2021-02-22,Vegas Golden Knights,3,Colorado Avalanche,0,3,0,0,1535.892059058195,1523.011960392584
2021-02-22,Dallas Stars,1,Florida Panthers,3,2,0,0,1472.807331685986,1541.6369038023452
2021-02-22,Buffalo Sabres,2,New York Islanders,3,1,0,0,1464.1604952663652,1502.4500511923536
2021-02-22,Minnesota Wild,6,San Jose Sharks,2,4,0,0,1520.0798035007654,1483.2288334661719
2021-02-22,Los Angeles Kings,3,St. Louis Blues,0,3,0,0,1501.053415324093,1498.5433591620767
2021-02-22,Calgary Flames,3,Toronto Maple Leafs,0,3,0,0,1496.734947787164,1543.8201398210417
2021-02-23,Chicago Blackhawks,6,Columbus Blue Jackets,5,1,0,0,1507.385642642697,1475.2827405516912
2021-02-23,Nashville Predators,2,Detroit Red Wings,0,2,0,0,1484.918772840517,1431.2960708643752
2021-02-23,Buffalo Sabres,4,New Jersey Devils,1,3,1,0,1474.9397016740306,1481.7255386593565
2021-02-23,Montreal Canadiens,4,Ottawa Senators,5,1,0,0,1495.6938545610185,1449.8077727493924
2021-02-23,Edmonton Oilers,4,Vancouver Canucks,3,1,0,0,1536.1800134027442,1454.4312361301731
2021-02-23,Pittsburgh Penguins,3,Washington Capitals,2,1,0,0,1522.6847216841243,1494.3742876746742
2021-02-24,Anaheim Ducks,3,Arizona Coyotes,4,1,0,0,1444.736517868104,1493.45405122801
2021-02-24,Minnesota Wild,6,Colorado Avalanche,2,4,0,0,1528.6753173054014,1514.4164465879478
2021-02-24,Dallas Stars,3,Florida Panthers,0,3,0,0,1482.8997781249036,1531.5444573634275
2021-02-24,New York Rangers,3,Philadelphia Flyers,4,1,0,0,1469.3124547675488,1509.5231555448026
2021-02-24,Los Angeles Kings,2,St. Louis Blues,1,1,0,0,1509.5236201505923,1490.0731543355776
2021-02-24,Carolina Hurricanes,0,Tampa Bay Lightning,3,3,0,0,1540.0735056596427,1546.599031952746
2021-02-24,Calgary Flames,1,Toronto Maple Leafs,2,1,0,0,1490.3405353883268,1550.214552219879
2021-02-25,New Jersey Devils,4,Buffalo Sabres,3,1,0,0,1490.0973088535557,1466.5679314798315
2021-02-25,Chicago Blackhawks,2,Columbus Blue Jackets,0,2,0,0,1515.176542520627,1467.491840673761
2021-02-25,Nashville Predators,2,Detroit Red Wings,5,3,0,0,1476.2217757218166,1439.9930679830757
2021-02-25,Dallas Stars,2,Florida Panthers,3,1,1,1,1476.5406011934515,1537.9036342948796
2021-02-25,Boston Bruins,2,New York Islanders,7,5,0,0,1536.543433913624,1510.8967060818386
2021-02-25,Calgary Flames,1,Ottawa Senators,6,5,1,0,1483.539445245984,1456.608862891735
2021-02-25,Carolina Hurricanes,1,Tampa Bay Lightning,3,2,1,1,1532.7517437895933,1553.9207938227953
2021-02-25,Edmonton Oilers,3,Vancouver Canucks,0,3,0,0,1542.8596626460123,1447.751586886905
2021-02-25,Montreal Canadiens,3,Winnipeg Jets,6,3,0,0,1488.8569082094957,1530.168981899989
2021-02-25,Pittsburgh Penguins,2,Washington Capitals,5,3,0,0,1514.5622887606303,1502.4967205981682
2021-02-26,Colorado Avalanche,3,Arizona Coyotes,2,1,0,0,1522.462354436695,1485.4081433792628
2021-02-26,Los Angeles Kings,1,Minnesota Wild,3,2,0,0,1502.4921581662302,1535.7067792897635
2021-02-26,Boston Bruins,2,New York Rangers,6,4,1,0,1529.142420418742,1476.713468262431
2021-02-27,Vegas Golden Knights,3,Anaheim Ducks,2,1,0,0,1542.3679959632973,1438.2605809630018
2021-02-27,Colorado Avalanche,6,Arizona Coyotes,2,4,1,1,1530.1403699289292,1477.7301278870286
2021-02-27,Philadelphia Flyers,3,Buffalo Sabres,0,3,0,0,1517.0670839087963,1459.0240031158378
2021-02-27,Detroit Red Wings,5,Chicago Blackhawks,3,2,0,0,1450.2257064623197,1504.943904041383
2021-02-27,Toronto Maple Leafs,4,Edmonton Oilers,0,4,0,0,1558.573224921719,1534.5009899441723
2021-02-27,Carolina Hurricanes,4,Florida Panthers,3,1,0,0,1541.398361758618,1529.257016325855
2021-02-27,Los Angeles Kings,3,Minnesota Wild,4,1,1,1,1495.7826316858261,1542.4163057701676
2021-02-27,Washington Capitals,5,New Jersey Devils,2,3,0,0,1510.7393347429631,1481.8546947087607
2021-02-27,Columbus Blue Jackets,1,Nashville Predators,2,1,0,0,1460.2208125637355,1483.4928038318421
2021-02-27,Pittsburgh Penguins,4,New York Islanders,3,1,0,0,1523.0058887318198,1502.453106110649
2021-02-27,Calgary Flames,6,Ottawa Senators,3,3,0,0,1491.448584583714,1448.6997235540052
2021-02-27,St. Louis Blues,7,San Jose Sharks,6,1,0,0,1498.4435784065881,1474.8584093951613
2021-02-27,Dallas Stars,0,Tampa Bay Lightning,5,5,0,0,1470.8214588279097,1559.639936188337
2021-02-27,Montreal Canadiens,1,Winnipeg Jets,2,1,0,0,1482.3316959859324,1536.6941941235523
2021-02-28,Philadelphia Flyers,3,Buffalo Sabres,0,3,1,1,1524.2708889360163,1451.8201980886179
2021-02-28,Detroit Red Wings,2,Chicago Blackhawks,7,5,1,1,1444.0033248824295,1511.1662856212731
2021-02-28,Washington Capitals,3,New Jersey Devils,2,1,1,1,1518.6037694131212,1473.9902600386026
2021-02-28,Columbus Blue Jackets,1,Nashville Predators,3,2,1,1,1453.283870006416,1490.4297463891617
2021-02-28,Pittsburgh Penguins,0,New York Islanders,2,2,1,1,1515.0611946750837,1510.3978001673852
2021-02-28,Boston Bruins,4,New York Rangers,1,3,0,0,1536.4722799351168,1469.383608746056
2021-03-01,St. Louis Blues,5,Anaheim Ducks,4,1,0,0,1505.5995094529092,1431.1046499166807
2021-03-01,Toronto Maple Leafs,3,Edmonton Oilers,0,3,0,0,1566.547826469493,1526.5263883963983
2021-03-01,Carolina Hurricanes,3,Florida Panthers,2,1,0,0,1549.6469106940863,1521.0084673903866
2021-03-01,Calgary Flames,1,Ottawa Senators,5,4,0,0,1482.9971930748843,1457.1511150628348
2021-03-01,Colorado Avalanche,2,San Jose Sharks,6,4,0,0,1521.4060903357372,1483.5926889883533
2021-03-01,Minnesota Wild,4,Vegas Golden Knights,5,1,0,0,1534.9431933957633,1549.8411083377016
2021-03-01,Vancouver Canucks,4,Winnipeg Jets,0,4,0,0,1458.2839706711834,1526.1618103392739
2021-03-02,Detroit Red Wings,1,Columbus Blue Jackets,4,3,0,0,1436.7449665218019,1460.5422283670437
2021-03-02,Tampa Bay Lightning,2,Dallas Stars,0,2,0,0,1566.166231418564,1464.2951635976829
2021-03-02,Ottawa Senators,1,Montreal Canadiens,3,2,1,0,1451.8579063139039,1487.6249047348633
2021-03-02,New York Islanders,2,New Jersey Devils,1,1,0,0,1518.0905406132813,1466.2975195927065
2021-03-02,Carolina Hurricanes,4,Nashville Predators,2,2,1,0,1558.4244369421158,1481.6522201411321
2021-03-02,Buffalo Sabres,2,New York Rangers,3,1,0,0,1444.7522664293454,1476.4515404053286
2021-03-02,Philadelphia Flyers,2,Pittsburgh Penguins,5,3,0,0,1516.5868775434471,1522.7452060676528
2021-03-02,Vancouver Canucks,2,Winnipeg Jets,5,3,1,1,1452.3553294709618,1532.0904515394955
2021-03-03,St. Louis Blues,3,Anaheim Ducks,2,1,0,0,1512.4380133875734,1424.2661459820165
2021-03-03,Washington Capitals,2,Boston Bruins,1,1,0,0,1527.542844703224,1527.533204645014
2021-03-03,Toronto Maple Leafs,6,Edmonton Oilers,1,5,0,0,1574.1583531884198,1518.9158616774714
2021-03-03,Arizona Coyotes,3,Los Angeles Kings,2,1,0,0,1486.6734284773777,1486.839331095477
2021-03-03,Colorado Avalanche,4,San Jose Sharks,0,4,0,0,1529.0668262016954,1475.931953122395
2021-03-03,Minnesota Wild,1,Vegas Golden Knights,5,4,0,0,1527.8140204755255,1556.9702812579394
2021-03-04,Detroit Red Wings,2,Carolina Hurricanes,5,3,0,0,1431.9655434547615,1563.2038600091562
2021-03-04,Ottawa Senators,3,Calgary Flames,7,4,0,0,1445.1010011677424,1489.7540982210458
2021-03-04,Tampa Bay Lightning,3,Chicago Blackhawks,2,1,0,0,1573.4382845983507,1503.8942324414863
2021-03-04,Columbus Blue Jackets,3,Dallas Stars,2,1,0,0,1469.1566395334441,1455.6807524312824
2021-03-04,Winnipeg Jets,4,Montreal Canadiens,3,1,0,0,1539.6001481672577,1480.1152081071011
2021-03-04,New York Rangers,6,New Jersey Devils,1,5,0,0,1484.7458019801759,1458.0032580178593
2021-03-04,Florida Panthers,5,Nashville Predators,4,1,0,0,1528.6341125444476,1474.0265749870712
2021-03-04,Buffalo Sabres,2,New York Islanders,5,3,0,0,1438.944301084297,1523.8985059583297
2021-03-04,Philadelphia Flyers,4,Pittsburgh Penguins,3,1,0,0,1525.2566634496175,1514.0754201614825
2021-03-04,Toronto Maple Leafs,1,Vancouver Canucks,3,2,1,0,1565.5912539124258,1460.9224287469558
2021-03-05,Minnesota Wild,5,Arizona Coyotes,1,4,0,0,1535.399126133801,1479.0883228191021
2021-03-05,Washington Capitals,1,Boston Bruins,5,4,0,0,1520.070622732681,1535.005426615557
2021-03-05,Tampa Bay Lightning,3,Chicago Blackhawks,4,1,1,1,1564.3860221710777,1512.9464948687594
2021-03-05,Anaheim Ducks,2,Colorado Avalanche,3,1,0,0,1419.1366521594773,1534.1963200242346
2021-03-05,St. Louis Blues,3,Los Angeles Kings,2,1,0,0,1520.3776462270055,1478.899698256045
2021-03-05,Vegas Golden Knights,5,San Jose Sharks,4,1,0,0,1563.6654232472683,1469.236811133066
2021-03-06,Minnesota Wild,2,Arizona Coyotes,5,3,1,1,1526.6417572037544,1487.8456917491487
2021-03-06,Anaheim Ducks,5,Colorado Avalanche,4,1,1,1,1430.2212137268148,1523.1117584568972
2021-03-06,Columbus Blue Jackets,0,Dallas Stars,5,5,0,0,1461.3745012752886,1463.462890689438
2021-03-06,Calgary Flames,2,Edmonton Oilers,3,1,0,0,1482.952000231728,1525.717959666789
2021-03-06,St. Louis Blues,3,Los Angeles Kings,4,1,1,1,1511.9550927630155,1487.322251720035
2021-03-06,Winnipeg Jets,1,Montreal Canadiens,7,6,0,0,1530.771685134119,1488.9436711402398
2021-03-06,New York Rangers,6,New Jersey Devils,3,3,0,0,1492.6592453316298,1450.0898146664053
2021-03-06,Florida Panthers,6,Nashville Predators,2,4,0,0,1535.9149801190363,1466.7457074124825
2021-03-06,Buffalo Sabres,2,New York Islanders,5,3,0,0,1433.390369004073,1529.4524380385537
2021-03-06,Philadelphia Flyers,3,Pittsburgh Penguins,4,1,0,0,1517.5272946541197,1521.8047889569802
2021-03-06,Vegas Golden Knights,4,San Jose Sharks,0,4,1,1,1570.0711254609678,1462.8311089193667
2021-03-06,Toronto Maple Leafs,2,Vancouver Canucks,4,2,0,0,1555.779523806268,1470.7341588531137
2021-03-07,New Jersey Devils,1,Boston Bruins,0,1,1,0,1462.1350450113523,1522.9601962706101
2021-03-07,Florida Panthers,2,Carolina Hurricanes,4,2,1,0,1530.6700408596332,1568.4487992685592
2021-03-07,Ottawa Senators,4,Calgary Flames,3,1,0,1,1452.8971208369694,1475.1558805625011
2021-03-07,Tampa Bay Lightning,6,Chicago Blackhawks,3,3,0,0,1571.7381624638926,1505.5943545759444
2021-03-07,Nashville Predators,4,Dallas Stars,3,1,1,1,1475.1981200134057,1455.0104780885147
2021-03-07,Buffalo Sabres,2,New York Islanders,5,3,1,1,1428.0755877010965,1534.76721934153
2021-03-07,Washington Capitals,3,Philadelphia Flyers,1,2,0,1,1526.940061485507,1510.6578559012937
2021-03-07,New York Rangers,1,Pittsburgh Penguins,5,4,1,1,1485.856776484264,1528.607257804346
2021-03-08,Los Angeles Kings,5,Anaheim Ducks,6,1,0,0,1478.54716319916,1438.9963022476898
2021-03-08,Arizona Coyotes,3,Colorado Avalanche,2,1,0,0,1497.182945592496,1513.7745046135499
2021-03-08,Ottawa Senators,2,Edmonton Oilers,3,1,1,0,1448.6777530643815,1529.937327439377
2021-03-08,Vegas Golden Knights,0,Minnesota Wild,2,2,0,0,1561.6043032588616,1535.1085794058606
2021-03-08,St. Louis Blues,2,San Jose Sharks,3,1,0,0,1503.3594489314319,1471.4267527509503
2021-03-08,Montreal Canadiens,1,Vancouver Canucks,2,1,0,0,1481.0527651234747,1478.6250648698788
2021-03-09,Nashville Predators,2,Carolina Hurricanes,3,1,0,0,1469.8231811288308,1573.8237381531342
2021-03-09,Florida Panthers,4,Columbus Blue Jackets,2,2,0,0,1537.62327814569,1454.4212639892319
2021-03-09,Chicago Blackhawks,1,Dallas Stars,6,5,0,0,1496.965778257289,1463.63905440717
2021-03-09,Tampa Bay Lightning,4,Detroit Red Wings,3,1,0,0,1577.2108548884748,1426.4928510301793
2021-03-09,Boston Bruins,1,New York Islanders,2,1,0,0,1515.759958415382,1541.9674571967582
2021-03-09,Buffalo Sabres,4,Philadelphia Flyers,5,1,0,0,1422.4700957123844,1516.263347890006
2021-03-09,New York Rangers,2,Pittsburgh Penguins,4,2,0,0,1479.3642047424705,1535.0998295461395
2021-03-09,Winnipeg Jets,4,Toronto Maple Leafs,3,1,0,0,1539.8745195257402,1546.6766894146467
2021-03-09,New Jersey Devils,4,Washington Capitals,5,1,0,0,1456.1381681359792,1532.93693836088
2021-03-10,Los Angeles Kings,5,Anaheim Ducks,1,4,0,0,1486.168384498771,1431.3750809480787
2021-03-10,Arizona Coyotes,1,Colorado Avalanche,2,1,0,0,1490.0926902146414,1520.8647599914045
2021-03-10,Ottawa Senators,1,Edmonton Oilers,7,6,0,0,1443.043437348364,1535.5716431553944
2021-03-10,Vegas Golden Knights,3,Minnesota Wild,4,1,0,0,1553.5233966225203,1543.189486042202
2021-03-10,Montreal Canadiens,5,Vancouver Canucks,1,4,0,0,1489.524866169084,1470.1529638242696
2021-03-11,New York Rangers,0,Boston Bruins,4,4,0,0,1472.7271958608817,1522.3969672969708
2021-03-11,Pittsburgh Penguins,5,Buffalo Sabres,2,3,0,0,1541.1216169563652,1416.4483083021587
2021-03-11,Nashville Predators,1,Carolina Hurricanes,5,4,0,0,1464.6768320779008,1578.9700872040642
2021-03-11,Florida Panthers,5,Columbus Blue Jackets,4,1,0,0,1544.2712823838613,1447.7732597510606
2021-03-11,Montreal Canadiens,1,Calgary Flames,2,1,1,0,1483.3221965553437,1481.3585501762414
2021-03-11,Chicago Blackhawks,4,Dallas Stars,2,2,0,0,1504.7287470035299,1455.8760856609292
2021-03-11,Tampa Bay Lightning,4,Detroit Red Wings,6,2,0,0,1566.4709093138035,1437.2327966048506
2021-03-11,New Jersey Devils,3,New York Islanders,5,2,0,0,1450.6032158322932,1547.5024095004442
2021-03-11,Washington Capitals,5,Philadelphia Flyers,3,2,0,0,1541.0813092169924,1508.1189770338935
2021-03-11,Winnipeg Jets,3,Toronto Maple Leafs,4,1,0,0,1532.559125266773,1553.992083673614
2021-03-12,San Jose Sharks,6,Anaheim Ducks,0,6,0,0,1479.0365924755595,1423.7652412234695
2021-03-12,Los Angeles Kings,0,Colorado Avalanche,2,2,0,0,1479.4926528034014,1527.5404916867742
2021-03-12,Ottawa Senators,2,Edmonton Oilers,6,4,0,0,1437.652997559119,1540.9620829446394
2021-03-12,Arizona Coyotes,0,Minnesota Wild,4,4,0,0,1483.8338590960675,1549.4483171607758
2021-03-12,Vegas Golden Knights,5,St. Louis Blues,4,1,0,0,1560.9042890746227,1495.9785564793294
2021-03-13,San Jose Sharks,3,Anaheim Ducks,1,2,1,1,1486.302551089444,1416.499282609585
2021-03-13,New York Rangers,4,Boston Bruins,0,4,0,0,1482.3911562655821,1512.7330068922704
2021-03-13,Pittsburgh Penguins,3,Buffalo Sabres,0,3,0,0,1546.8960917105026,1410.6738335480213
2021-03-13,Dallas Stars,3,Columbus Blue Jackets,4,1,0,0,1448.217545018427,1455.4318003935628
2021-03-13,Montreal Canadiens,1,Calgary Flames,3,2,0,0,1475.804982407966,1488.875764323619
2021-03-13,Chicago Blackhawks,2,Florida Panthers,4,2,0,0,1498.1633364629765,1550.8366929244146
2021-03-13,New York Islanders,3,New Jersey Devils,2,1,0,0,1553.8553285043363,1444.2502968284011
2021-03-13,Washington Capitals,5,Philadelphia Flyers,4,1,0,0,1548.8525924927785,1500.3476937581074
2021-03-13,Vegas Golden Knights,5,St. Louis Blues,1,4,1,1,1567.954481036303,1488.9283645176492
2021-03-13,Nashville Predators,3,Tampa Bay Lightning,6,3,0,0,1459.4838851806785,1571.6638562110259
2021-03-13,Winnipeg Jets,5,Toronto Maple Leafs,2,3,0,0,1541.5800122977605,1544.9711966426264
2021-03-13,Edmonton Oilers,1,Vancouver Canucks,2,1,1,0,1533.481848116767,1477.633198652142
2021-03-14,Dallas Stars,2,Columbus Blue Jackets,1,1,1,1,1456.9116355176468,1446.737709894343
2021-03-14,Los Angeles Kings,1,Colorado Avalanche,4,3,0,0,1473.1199958240284,1533.9131486661472
2021-03-14,Carolina Hurricanes,2,Detroit Red Wings,1,1,0,0,1584.4042234249453,1431.7986603839695
2021-03-14,Arizona Coyotes,1,Minnesota Wild,4,3,0,0,1477.854978847106,1555.4271974097373
2021-03-14,New York Islanders,3,New Jersey Devils,2,1,1,1,1559.9400971886355,1438.165528144102
2021-03-14,Toronto Maple Leafs,3,Ottawa Senators,4,1,1,0,1536.7038057385817,1445.9203884631638
2021-03-15,Washington Capitals,6,Buffalo Sabres,0,6,0,0,1554.356686716194,1405.1697393246059
2021-03-15,Edmonton Oilers,3,Calgary Flames,4,1,0,0,1524.9883613549648,1497.3692510854212
2021-03-15,Chicago Blackhawks,3,Florida Panthers,6,3,0,0,1491.8949777539926,1557.1050516333985
2021-03-15,Philadelphia Flyers,5,New York Rangers,4,1,0,0,1508.4625969501947,1474.276253073495
2021-03-15,Vancouver Canucks,3,Ottawa Senators,2,1,0,1,1483.8330053929583,1439.7205817223476
2021-03-15,Boston Bruins,1,Pittsburgh Penguins,4,3,0,0,1506.045115528963,1553.58398307381
2021-03-15,Nashville Predators,4,Tampa Bay Lightning,1,3,0,0,1470.5087541927344,1560.63898719897
2021-03-15,San Jose Sharks,1,Vegas Golden Knights,2,1,0,0,1480.6767907579679,1573.580241367779
2021-03-15,Montreal Canadiens,4,Winnipeg Jets,2,2,0,0,1485.8296703602555,1531.555324345471
2021-03-16,Anaheim Ducks,4,Colorado Avalanche,8,4,0,0,1411.6324097487611,1538.780021526971
2021-03-16,Tampa Bay Lightning,4,Dallas Stars,3,1,1,0,1568.44709671554,1449.1035260010767
2021-03-16,Carolina Hurricanes,2,Detroit Red Wings,4,2,0,0,1573.628148200687,1442.5747356082277
2021-03-16,Arizona Coyotes,0,Minnesota Wild,3,3,0,0,1472.140045261838,1561.1421309950053
2021-03-16,Buffalo Sabres,2,New Jersey Devils,3,1,1,0,1400.0552195167604,1443.2800479519474
2021-03-16,Boston Bruins,2,Pittsburgh Penguins,1,1,1,1,1515.6609580516715,1543.9681405511014
2021-03-16,New York Islanders,1,Washington Capitals,3,2,0,1,1550.7395454776452,1563.5572384271843
2021-03-17,Edmonton Oilers,7,Calgary Flames,3,4,0,0,1532.8817440608043,1489.4758683795817
2021-03-17,St. Louis Blues,1,Los Angeles Kings,4,3,0,0,1481.09261436152,1480.9557459801576
2021-03-17,Philadelphia Flyers,0,New York Rangers,9,9,0,0,1500.2059579023103,1482.5328921213793
2021-03-17,Vancouver Canucks,3,Ottawa Senators,2,1,0,0,1491.3507022740432,1432.2028848412626
2021-03-17,San Jose Sharks,4,Vegas Golden Knights,5,1,0,0,1475.294404070444,1578.962628055303
2021-03-17,Montreal Canadiens,3,Winnipeg Jets,4,1,0,0,1479.40450536771,1537.9804893380165
2021-03-18,Arizona Coyotes,2,Anaheim Ducks,3,1,0,0,1463.2887222856305,1420.4837327249686
2021-03-18,Boston Bruins,4,Buffalo Sabres,1,3,0,0,1521.621112514195,1394.095065054237
2021-03-18,Columbus Blue Jackets,3,Carolina Hurricanes,2,1,0,0,1458.0641392944651,1562.301718800565
2021-03-18,Minnesota Wild,1,Colorado Avalanche,5,4,0,0,1553.155934243493,1546.7662182784834
2021-03-18,Dallas Stars,2,Detroit Red Wings,3,1,0,0,1441.4812127389723,1450.197048870332
2021-03-18,Winnipeg Jets,1,Edmonton Oilers,2,1,1,1,1530.3910948168261,1540.4711385819946
2021-03-18,Nashville Predators,2,Florida Panthers,1,1,0,0,1480.9904185806988,1546.623387245434
2021-03-18,Pittsburgh Penguins,2,New Jersey Devils,3,1,0,0,1534.2405080683945,1453.0076804346543
2021-03-18,Philadelphia Flyers,4,New York Islanders,3,1,1,0,1511.48940045455,1539.4561029254055
2021-03-18,Chicago Blackhawks,2,Tampa Bay Lightning,4,2,0,0,1486.1576742106697,1574.184400258863
2021-03-19,Vegas Golden Knights,4,Los Angeles Kings,2,2,0,0,1585.2919475305503,1474.6264265049103
2021-03-19,Vancouver Canucks,3,Montreal Canadiens,2,1,0,0,1499.603739275048,1471.1514683667053
2021-03-19,St. Louis Blues,2,San Jose Sharks,1,1,0,0,1489.4871180287798,1466.8999004031841
2021-03-19,Calgary Flames,4,Toronto Maple Leafs,3,1,0,0,1499.0846829993386,1527.0949911188247
2021-03-19,New York Rangers,1,Washington Capitals,2,1,0,0,1476.8934450845693,1569.1966854639943
2021-03-20,Arizona Coyotes,5,Anaheim Ducks,1,4,0,0,1470.8360577649112,1412.9363972456879
2021-03-20,Columbus Blue Jackets,3,Carolina Hurricanes,2,1,0,0,1468.922785669818,1551.443072425212
2021-03-20,Minnesota Wild,0,Colorado Avalanche,6,6,0,0,1545.5368221818194,1554.385330340157
2021-03-20,Dallas Stars,3,Detroit Red Wings,0,3,0,0,1450.2098601939388,1441.4684014153656
2021-03-20,Winnipeg Jets,2,Edmonton Oilers,4,2,0,0,1523.1511313010453,1547.7111020977754
2021-03-20,Nashville Predators,0,Florida Panthers,2,2,0,0,1475.0119497027313,1552.6018561234016
2021-03-20,Vancouver Canucks,4,Montreal Canadiens,5,1,1,1,1491.4780621329976,1479.2771455087557
2021-03-20,Pittsburgh Penguins,3,New Jersey Devils,1,2,0,0,1540.931407163821,1446.3167813392279
2021-03-20,Philadelphia Flyers,1,New York Islanders,6,5,0,0,1504.659970356045,1546.2855330239104
2021-03-20,St. Louis Blues,5,San Jose Sharks,2,3,1,1,1497.4957595994642,1458.8912588324997
2021-03-20,Chicago Blackhawks,1,Tampa Bay Lightning,4,3,0,0,1480.670279877515,1579.6717945920177
2021-03-20,Calgary Flames,0,Toronto Maple Leafs,2,2,1,1,1492.2562504702612,1533.9234236479022
2021-03-20,New York Rangers,3,Washington Capitals,1,2,1,1,1487.4981751567332,1558.5919553918304
2021-03-21,Nashville Predators,4,Dallas Stars,3,1,1,1,1482.9698286005228,1442.2519812961473
2021-03-21,Vegas Golden Knights,1,Los Angeles Kings,3,2,0,0,1575.3545958015918,1484.5637782338688
2021-03-21,New Jersey Devils,2,Pittsburgh Penguins,1,1,1,1,1456.9710602489197,1530.2771282541291
