Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO
2021-04-23,Montreal Canadiens,2,Calgary Flames,4,2,0,0,1470.2170369572812,1471.6379334119874
2021-04-23,Nashville Predators,3,Chicago Blackhawks,1,2,0,0,1526.9433071681296,1482.9956656354655
2021-04-23,Minnesota Wild,4,Los Angeles Kings,2,2,0,0,1577.6906165459322,1449.0729368539317
2021-04-23,Philadelphia Flyers,1,New York Rangers,4,3,1,1,1470.0804543455079,1512.6513713073575
2021-04-24,Vegas Golden Knights,5,Anaheim Ducks,1,4,0,0,1605.0008554426033,1406.043901089318
2021-04-24,Montreal Canadiens,2,Calgary Flames,5,3,1,1,1462.7777541248317,1479.0772162444368
2021-04-24,Dallas Stars,2,Detroit Red Wings,1,1,0,0,1473.2468980955634,1437.2358617572302
2021-04-24,Carolina Hurricanes,3,Florida Panthers,4,1,0,0,1569.2456870683895,1554.9003357138047
2021-04-24,Arizona Coyotes,4,Los Angeles Kings,0,4,0,1,1474.1343496375844,1442.5718992059267
2021-04-24,Washington Capitals,6,New York Islanders,3,3,0,0,1573.8130716059327,1546.6838719572481
2021-04-24,New Jersey Devils,2,Pittsburgh Penguins,4,2,0,0,1391.876418161975,1560.0663216240528
2021-04-24,Minnesota Wild,6,San Jose Sharks,3,3,1,0,1584.7822479621213,1431.7883164894104
2021-04-24,Colorado Avalanche,3,St. Louis Blues,5,2,0,0,1587.6974638117474,1467.9809663612884
2021-04-24,Ottawa Senators,2,Vancouver Canucks,4,2,0,0,1448.5521181109912,1491.2016610597611
2021-04-24,Toronto Maple Leafs,4,Winnipeg Jets,1,3,0,0,1547.4838031283653,1525.9482448510596
2021-04-25,Buffalo Sabres,3,New York Rangers,6,3,0,0,1400.2443969778642,1517.72771992564
2021-04-25,New Jersey Devils,3,Philadelphia Flyers,4,1,1,0,1387.775325387136,1474.1815471203467
2021-04-25,Boston Bruins,0,Pittsburgh Penguins,1,1,0,1,1530.9085723952385,1568.6654946305935
2021-04-25,Columbus Blue Jackets,3,Tampa Bay Lightning,4,1,0,0,1394.460283119653,1560.971961441764
2021-04-26,Montreal Canadiens,2,Calgary Flames,1,1,0,0,1471.6807880143303,1470.1741823549382
2021-04-26,Carolina Hurricanes,3,Dallas Stars,4,1,0,0,1559.6178195674188,1482.8747655965342
2021-04-26,Anaheim Ducks,1,Los Angeles Kings,4,3,0,0,1399.4099039563828,1449.205896338862
2021-04-26,Florida Panthers,1,Nashville Predators,4,3,0,0,1546.7859871260894,1535.057655755845
2021-04-26,Vancouver Canucks,1,Ottawa Senators,2,1,0,0,1482.7525222380918,1457.0012569326605
2021-04-26,Arizona Coyotes,4,San Jose Sharks,6,2,0,0,1465.6920958594426,1440.2305702675521
2021-04-26,Colorado Avalanche,1,St. Louis Blues,4,3,0,0,1577.5730417404695,1478.1053884325663
2021-04-26,Edmonton Oilers,6,Winnipeg Jets,1,5,0,0,1553.0498953571937,1517.8575519744202
2021-04-27,Detroit Red Wings,0,Columbus Blue Jackets,1,1,0,0,1428.7838642787697,1402.9122805981135
2021-04-27,Tampa Bay Lightning,7,Chicago Blackhawks,4,3,0,0,1567.7340418944918,1476.2335851827377
2021-04-27,Carolina Hurricanes,5,Dallas Stars,1,4,1,1,1566.4069338825318,1476.0856512814212
2021-04-27,Philadelphia Flyers,4,New Jersey Devils,6,2,0,0,1464.7599989237399,1397.196873583743
2021-04-27,Florida Panthers,7,Nashville Predators,4,3,1,1,1555.044034847636,1526.7996080342982
2021-04-27,Buffalo Sabres,1,New York Rangers,3,2,0,0,1395.378953734594,1522.5931631689102
2021-04-27,Boston Bruins,3,Pittsburgh Penguins,1,2,0,0,1540.3025513106522,1559.2715157151797
2021-04-27,New York Islanders,0,Washington Capitals,1,1,0,0,1539.8352783824962,1580.6616651806846
2021-04-28,Anaheim Ducks,3,Los Angeles Kings,2,1,0,0,1409.0767119593088,1439.539088335936
2021-04-28,St. Louis Blues,4,Minnesota Wild,3,1,0,0,1489.0153284935454,1573.8723079011422
2021-04-28,Toronto Maple Leafs,4,Montreal Canadiens,1,3,0,0,1554.293552081076,1464.8710390616195
2021-04-28,Vancouver Canucks,3,Ottawa Senators,6,3,0,0,1474.6886608406153,1465.065118330137
2021-04-28,Arizona Coyotes,2,San Jose Sharks,4,2,0,0,1457.6348698572158,1448.287796269779
2021-04-28,Colorado Avalanche,2,Vegas Golden Knights,5,3,0,0,1570.7312817959491,1611.8426153871237
2021-04-28,Edmonton Oilers,3,Winnipeg Jets,1,2,0,0,1560.7703217217631,1510.1371256098507
2021-04-29,Buffalo Sabres,2,Boston Bruins,5,3,0,0,1391.0629896858568,1544.6185153593894
2021-04-29,Detroit Red Wings,1,Carolina Hurricanes,3,2,0,0,1424.3247963288338,1570.8660018324676
2021-04-29,Florida Panthers,4,Chicago Blackhawks,3,1,0,0,1561.7878537987594,1469.4897662316143
2021-04-29,Calgary Flames,3,Edmonton Oilers,1,2,0,1,1479.1422072880293,1551.802296788672
2021-04-29,St. Louis Blues,5,Minnesota Wild,4,1,1,1,1499.4592862623804,1563.4283501323073
2021-04-29,Philadelphia Flyers,3,New Jersey Devils,5,2,0,0,1455.751618203522,1406.2052543039608
2021-04-29,New York Islanders,4,New York Rangers,0,4,0,0,1547.966589611957,1514.4618519394494
2021-04-29,Dallas Stars,0,Tampa Bay Lightning,3,3,0,0,1470.6763121157894,1573.1433810601236
2021-04-29,Vancouver Canucks,1,Toronto Maple Leafs,4,3,1,1,1469.0182158304879,1559.9639970912035
2021-04-29,Pittsburgh Penguins,5,Washington Capitals,4,1,0,0,1568.291420768082,1571.6417601277824
2021-04-30,Los Angeles Kings,2,Anaheim Ducks,1,1,0,0,1447.3674580575382,1401.2483422377065
2021-04-30,Vegas Golden Knights,0,Arizona Coyotes,3,3,0,0,1601.0359997830224,1468.4414854613171
2021-04-30,San Jose Sharks,0,Colorado Avalanche,3,3,0,0,1443.523960891945,1575.495117173783
2021-04-30,Winnipeg Jets,3,Montreal Canadiens,5,2,0,0,1501.628693135154,1473.3794715363163
2021-05-01,Los Angeles Kings,2,Anaheim Ducks,6,4,1,1,1438.8397197093648,1409.77608058588
2021-05-01,Vegas Golden Knights,3,Arizona Coyotes,2,1,1,1,1606.6509688791098,1462.8265163652297
2021-05-01,Buffalo Sabres,2,Boston Bruins,6,4,0,0,1386.9131869538253,1548.768318091421
2021-05-01,Columbus Blue Jackets,1,Carolina Hurricanes,2,1,0,0,1399.0320417255766,1574.7462407050045
2021-05-01,Florida Panthers,5,Chicago Blackhawks,4,1,0,0,1568.2392343795102,1463.0383856508636
2021-05-01,San Jose Sharks,3,Colorado Avalanche,4,1,1,1,1438.952533428893,1580.066544636835
2021-05-01,Tampa Bay Lightning,0,Detroit Red Wings,1,1,0,0,1562.4399543794661,1435.0282230094913
2021-05-01,Calgary Flames,1,Edmonton Oilers,4,3,0,0,1473.319295743328,1557.6252083333734
2021-05-01,St. Louis Blues,3,Minnesota Wild,4,1,0,0,1493.4438070959932,1569.4438292986945
2021-05-01,Ottawa Senators,2,Montreal Canadiens,3,1,0,1,1456.1845268507348,1482.2600630157185
2021-05-01,Dallas Stars,0,Nashville Predators,1,1,0,0,1464.4854746217484,1532.9904455283393
2021-05-01,New York Rangers,0,New York Islanders,3,3,0,0,1507.7589444294417,1554.6694971219647
2021-05-01,New Jersey Devils,4,Philadelphia Flyers,1,3,0,0,1415.8664302980972,1446.0904422093856
2021-05-01,Vancouver Canucks,1,Toronto Maple Leafs,5,4,0,0,1463.5937661157868,1565.3884468059046
2021-05-01,Pittsburgh Penguins,3,Washington Capitals,0,3,0,0,1576.8965627916523,1563.036618104212
2021-05-02,Tampa Bay Lightning,2,Detroit Red Wings,1,1,1,1,1568.1589960418398,1429.3091813471176
2021-05-03,Los Angeles Kings,3,Arizona Coyotes,2,1,0,0,1447.9191602520514,1453.7470758225431
2021-05-03,New York Islanders,2,Buffalo Sabres,4,2,0,0,1543.609366210854,1397.973317864936
2021-05-03,Chicago Blackhawks,2,Carolina Hurricanes,5,3,0,0,1458.0534385849194,1579.7311877709487
2021-05-03,Nashville Predators,4,Columbus Blue Jackets,3,1,0,0,1538.5782128769165,1393.4442743769994
2021-05-03,Dallas Stars,4,Florida Panthers,5,1,0,0,1459.3339220276061,1573.3907869736524
2021-05-03,Vegas Golden Knights,5,Minnesota Wild,6,1,0,0,1598.3255029758411,1577.7692952019631
2021-05-03,Toronto Maple Leafs,2,Montreal Canadiens,3,1,0,0,1556.038052897521,1491.610456924102
2021-05-03,Boston Bruins,3,New Jersey Devils,0,3,0,0,1554.3771500396567,1410.2575983498614
2021-05-03,Washington Capitals,6,New York Rangers,3,3,0,0,1570.3024347623261,1500.4931277713276
2021-05-03,Winnipeg Jets,1,Ottawa Senators,2,1,0,0,1493.1162293138318,1464.696990672057
2021-05-03,Pittsburgh Penguins,2,Philadelphia Flyers,7,5,0,0,1566.547317979245,1456.439687021793
2021-05-03,Colorado Avalanche,5,San Jose Sharks,4,1,0,0,1585.512894406036,1433.5061836596922
2021-05-03,Anaheim Ducks,1,St. Louis Blues,3,2,0,0,1404.1942043761692,1499.025683305704
2021-05-03,Edmonton Oilers,5,Vancouver Canucks,3,2,0,0,1564.0394146843737,1457.1795597647865
2021-05-04,New York Islanders,3,Buffalo Sabres,4,1,1,1,1532.9674898292562,1408.6151942465337
2021-05-04,Chicago Blackhawks,3,Carolina Hurricanes,6,3,1,1,1453.2739803745808,1584.5106459812873
2021-05-04,Boston Bruins,3,New Jersey Devils,4,1,1,1,1543.7647608069246,1420.8699875825935
2021-05-04,Pittsburgh Penguins,7,Philadelphia Flyers,3,4,1,1,1572.6215979393864,1450.3654070616515
2021-05-04,Edmonton Oilers,4,Vancouver Canucks,1,3,1,1,1570.1816351416428,1451.0373393075174
2021-05-05,Los Angeles Kings,4,Arizona Coyotes,2,2,0,0,1456.581340382688,1445.0848956919065
2021-05-05,Nashville Predators,2,Columbus Blue Jackets,4,2,0,0,1527.946088401743,1404.0763988521728
2021-05-05,Winnipeg Jets,4,Calgary Flames,0,4,0,0,1501.1888807650923,1465.2466442920675
2021-05-05,Vegas Golden Knights,3,Minnesota Wild,2,1,0,0,1606.3807303274393,1569.714067850365
2021-05-05,Washington Capitals,4,New York Rangers,2,2,0,0,1577.244303821283,1493.5512587123708
2021-05-05,Montreal Canadiens,1,Ottawa Senators,5,4,0,0,1483.5199880176942,1472.7874595784647
2021-05-05,Colorado Avalanche,2,San Jose Sharks,3,1,0,0,1574.7482643043243,1444.2708137614038
2021-05-05,Anaheim Ducks,3,St. Louis Blues,2,1,0,0,1414.8531230133076,1488.3667646685656
2021-05-05,Dallas Stars,2,Tampa Bay Lightning,6,4,0,0,1454.2888580911906,1573.2040599782554
2021-05-06,New York Rangers,0,Boston Bruins,4,4,1,0,1488.827483809808,1548.4885357094875
2021-05-06,Chicago Blackhawks,2,Carolina Hurricanes,1,1,0,0,1464.687852648995,1573.0967737068731
2021-05-06,Vancouver Canucks,6,Edmonton Oilers,3,3,0,0,1462.20602789174,1559.0129465574203
2021-05-06,New Jersey Devils,2,New York Islanders,1,1,0,0,1431.8931425303913,1521.9443348814584
2021-05-06,Buffalo Sabres,4,Pittsburgh Penguins,8,4,0,0,1404.6620172658038,1576.5747749201164
2021-05-06,Montreal Canadiens,2,Toronto Maple Leafs,5,3,1,0,1479.293944930727,1560.2640959844882
2021-05-07,Detroit Red Wings,5,Columbus Blue Jackets,2,3,0,0,1437.2571944150739,1396.1283857842166
2021-05-07,Colorado Avalanche,3,Los Angeles Kings,2,1,0,0,1580.6556470711714,1450.673957615841
2021-05-07,Anaheim Ducks,3,Minnesota Wild,4,1,0,0,1410.7281561395212,1573.8390347241514
2021-05-07,Arizona Coyotes,5,San Jose Sharks,2,3,0,0,1453.5941507970342,1435.761558656276
2021-05-07,Dallas Stars,5,Tampa Bay Lightning,2,3,0,0,1465.452845326007,1562.040072743439
2021-05-07,St. Louis Blues,3,Vegas Golden Knights,4,1,0,0,1483.512237388171,1611.235257607834
2021-05-07,Philadelphia Flyers,4,Washington Capitals,2,2,0,0,1461.6916032234747,1565.9181076594598
2021-05-08,New York Rangers,5,Boston Bruins,4,1,0,0,1498.715885044762,1538.6001344745334
2021-05-08,Detroit Red Wings,4,Columbus Blue Jackets,5,1,1,1,1428.8425676274337,1404.5430125718567
2021-05-08,Vancouver Canucks,3,Edmonton Oilers,4,1,0,0,1456.9071410971774,1564.3118333519828
2021-05-08,Tampa Bay Lightning,1,Florida Panthers,5,4,1,0,1556.4293396513958,1579.0015200656956
2021-05-08,Colorado Avalanche,3,Los Angeles Kings,2,1,1,1,1586.3229440517596,1445.0066606352527
2021-05-08,Anaheim Ducks,3,Minnesota Wild,4,1,1,1,1406.7583294986039,1577.8088613650687
2021-05-08,Carolina Hurricanes,1,Nashville Predators,3,2,0,0,1564.5909539570118,1536.4519081516044
2021-05-08,New Jersey Devils,1,New York Islanders,5,4,0,0,1426.4494308551975,1527.3880465566522
2021-05-08,Buffalo Sabres,0,Pittsburgh Penguins,1,1,0,0,1400.854189445165,1580.3826027407551
2021-05-08,Arizona Coyotes,5,San Jose Sharks,4,1,1,1,1461.711900378891,1427.6438090744193
2021-05-08,Montreal Canadiens,2,Toronto Maple Leafs,3,1,0,0,1473.6533154400852,1565.9047254751301
2021-05-08,St. Louis Blues,1,Vegas Golden Knights,4,3,1,1,1478.8554777689797,1615.8920172270252
2021-05-08,Ottawa Senators,4,Winnipeg Jets,2,2,0,0,1481.9679736656965,1492.0083666778605
2021-05-08,Philadelphia Flyers,1,Washington Capitals,2,1,1,1,1456.5500162276194,1571.059694655315
2021-05-09,Ottawa Senators,1,Calgary Flames,6,5,1,0,1475.7112478279173,1471.5033701298466
2021-05-09,Dallas Stars,2,Chicago Blackhawks,4,2,0,0,1457.963230747129,1472.177467227873
2021-05-10,New York Islanders,2,Boston Bruins,3,1,0,0,1520.174124838901,1545.8140561922846
2021-05-10,Dallas Stars,5,Chicago Blackhawks,4,1,1,1,1466.818343153002,1463.322354822
2021-05-10,Tampa Bay Lightning,0,Florida Panthers,4,4,0,0,1549.476353294433,1585.9545064226584
2021-05-10,St. Louis Blues,2,Los Angeles Kings,1,1,0,0,1486.6065365301233,1437.255601874109
2021-05-10,Edmonton Oilers,4,Montreal Canadiens,3,1,0,0,1570.7984655602377,1467.1666832318303
2021-05-10,Carolina Hurricanes,0,Nashville Predators,5,5,0,0,1556.4724414628215,1544.5704206457947
2021-05-10,New Jersey Devils,2,Philadelphia Flyers,4,2,0,0,1419.6687935513312,1463.3306535314857
2021-05-10,Colorado Avalanche,2,Vegas Golden Knights,1,1,0,0,1595.5301580336857,1606.6848032450991
2021-05-10,Vancouver Canucks,3,Winnipeg Jets,1,2,0,0,1466.240637992527,1482.674869782511
2021-05-11,Vancouver Canucks,0,Winnipeg Jets,5,5,1,1,1459.1467681921488,1489.768739582889
2021-05-11,Boston Bruins,1,Washington Capitals,2,1,1,0,1540.5223375872602,1576.3514132603395
2021-05-12,Los Angeles Kings,0,Colorado Avalanche,6,6,0,0,1433.1952103223691,1599.5905495854256
2021-05-12,Edmonton Oilers,4,Montreal Canadiens,3,1,0,0,1577.0085907531134,1460.9565580389547
2021-05-12,Toronto Maple Leafs,3,Ottawa Senators,4,1,0,0,1556.4013718271758,1485.2146014758716
2021-05-12,Vegas Golden Knights,6,San Jose Sharks,0,6,0,0,1611.4201552597817,1422.9084570597367
2021-05-12,Minnesota Wild,0,St. Louis Blues,4,4,0,0,1568.2837919496594,1496.1316059455326
2021-05-13,Vancouver Canucks,1,Calgary Flames,4,3,0,0,1451.9591695652216,1478.6909687567738
2021-05-13,Los Angeles Kings,1,Colorado Avalanche,5,4,1,1,1429.2862638608199,1603.4994960469749
2021-05-13,Minnesota Wild,3,St. Louis Blues,7,4,1,1,1559.1739048310326,1505.2414930641594
2021-05-14,Toronto Maple Leafs,2,Winnipeg Jets,4,2,0,0,1547.4136368544189,1498.756474555646
2021-05-15,Vancouver Canucks,4,Edmonton Oilers,1,3,0,0,1463.2483263128647,1565.7194340054702
2021-05-16,Calgary Flames,6,Vancouver Canucks,5,1,0,1,1485.2636227479127,1456.6756723217259
2021-05-18,Calgary Flames,2,Vancouver Canucks,4,2,0,0,1477.1348424268765,1464.804452642762
2021-05-19,Vancouver Canucks,2,Calgary Flames,6,4,1,1,1457.6162512198628,1484.3230438497758
2021-05-15,Boston Bruins,2,Washington Capitals,3,1,0,0,1533.872420422873,1583.0013304247268
2021-05-16,Tampa Bay Lightning,5,Florida Panthers,4,1,0,0,1558.841221014726,1576.5896387023654
2021-05-16,Minnesota Wild,1,Vegas Golden Knights,0,1,0,0,1568.8959324896684,1601.6981276011459
2021-05-16,New York Islanders,4,Pittsburgh Penguins,3,1,0,0,1530.0747632364767,1570.4819643431795
2021-05-17,Nashville Predators,2,Carolina Hurricanes,5,3,0,0,1537.3723676499405,1563.6704944586756
2021-05-17,Boston Bruins,4,Washington Capitals,3,1,0,0,1543.524175445522,1573.3495754020778
2021-05-17,St. Louis Blues,1,Colorado Avalanche,4,3,0,0,1499.973518038922,1608.7674710722122
2021-05-18,Tampa Bay Lightning,3,Florida Panthers,1,2,0,0,1567.7775383174737,1567.6533213996177
2021-05-18,New York Islanders,1,Pittsburgh Penguins,2,1,0,0,1523.5290010930257,1577.0277264866304
2021-05-18,Minnesota Wild,1,Vegas Golden Knights,3,2,0,0,1562.176994753384,1608.4170653374304
2021-05-19,Washington Capitals,2,Boston Bruins,3,1,0,0,1565.1925021904203,1551.6812486571794
2021-05-19,Nashville Predators,0,Carolina Hurricanes,3,3,0,0,1530.5047506091744,1570.5381114994418
2021-05-19,St. Louis Blues,3,Colorado Avalanche,6,3,0,0,1494.927803446372,1613.8131856647622
2021-05-19,Winnipeg Jets,4,Edmonton Oilers,1,3,0,0,1508.80754123027,1555.6683673308462
2021-05-20,Pittsburgh Penguins,5,New York Islanders,4,1,0,0,1584.3335172526454,1516.2232103270107
2021-05-20,Montreal Canadiens,2,Toronto Maple Leafs,1,1,0,0,1471.435207680588,1536.9349872127855
2021-05-20,Florida Panthers,6,Tampa Bay Lightning,5,1,0,0,1576.1841815997293,1559.246678117362
2021-05-20,Vegas Golden Knights,5,Minnesota Wild,2,3,0,0,1615.8865905320172,1554.7074695587971
2021-05-21,Washington Capitals,1,Boston Bruins,4,3,0,0,1557.4095508171831,1559.4642000304166
2021-05-21,Winnipeg Jets,1,Edmonton Oilers,0,1,0,0,1518.4080559084757,1546.0678526526406
2021-05-21,Carolina Hurricanes,4,Nashville Predators,5,1,0,0,1562.1483672972076,1538.8944948114085
2021-05-21,Colorado Avalanche,5,St. Louis Blues,1,4,0,0,1619.7058105243646,1489.0351785867697
2021-05-22,Montreal Canadiens,1,Toronto Maple Leafs,5,4,0,0,1465.4537786868157,1542.9164162065579
2021-05-22,Pittsburgh Penguins,1,New York Islanders,4,3,0,0,1575.3130055816139,1525.2437219980422
2021-05-22,Vegas Golden Knights,4,Minnesota Wild,0,4,0,0,1623.0202706733826,1547.5737894174317
2021-05-22,Florida Panthers,2,Tampa Bay Lightning,6,4,0,0,1568.3224898301487,1567.1083698869427
2021-05-23,Carolina Hurricanes,3,Nashville Predators,4,1,0,0,1554.1417251901244,1546.9011369184918
2021-05-23,Colorado Avalanche,5,St. Louis Blues,2,3,0,0,1625.359282288911,1483.3817068222234
2021-05-23,Edmonton Oilers,4,Winnipeg Jets,5,1,0,0,1537.9603044217827,1526.5156041393336
2021-05-23,Boston Bruins,3,Washington Capitals,1,2,0,0,1567.9448905354286,1548.928860312171
2021-05-24,Minnesota Wild,4,Vegas Golden Knights,2,2,0,0,1557.8122079582492,1612.781852132565
2021-05-24,Edmonton Oilers,3,Winnipeg Jets,4,1,1,1,1530.2248757323193,1534.251032828797
2021-05-24,New York Islanders,3,Pittsburgh Penguins,2,1,0,0,1534.9166945565664,1565.6400330230897
2021-05-24,Toronto Maple Leafs,2,Montreal Canadiens,1,1,0,0,1549.6897514389204,1458.680443454453
2021-05-24,Tampa Bay Lightning,1,Florida Panthers,4,3,0,0,1559.6643259179696,1575.7665337991218
2021-05-25,Nashville Predators,2,Carolina Hurricanes,3,1,0,0,1539.5958334927552,1561.447028615861
2021-05-25,Toronto Maple Leafs,4,Montreal Canadiens,0,4,1,1,1556.1688342818707,1452.2013606115029
2021-05-26,Vegas Golden Knights,0,Minnesota Wild,3,3,0,0,1604.0545858456614,1566.5394742451529
2021-05-26,Pittsburgh Penguins,3,New York Islanders,5,2,0,0,1557.4624402201532,1543.094287359503
2021-05-26,Florida Panthers,0,Tampa Bay Lightning,4,4,0,0,1567.9240319947821,1567.5068277223093
2021-05-27,Carolina Hurricanes,4,Nashville Predators,3,1,0,0,1569.4725486001926,1531.5703135084236
2021-05-27,Montreal Canadiens,4,Toronto Maple Leafs,3,1,0,0,1463.0543141464238,1545.3158807469497
2021-05-28,Minnesota Wild,2,Vegas Golden Knights,6,4,0,0,1559.9279500930018,1610.6661099978126
2021-05-29,Toronto Maple Leafs,2,Montreal Canadiens,3,1,0,0,1535.9843566922773,1472.3858382010962
2021-05-29,New York Islanders,2,Boston Bruins,5,3,0,0,1536.1935198458345,1574.845658049097
2021-05-30,Vegas Golden Knights,1,Colorado Avalanche,7,6,0,0,1603.5322312430594,1632.493161043664
2021-05-30,Tampa Bay Lightning,2,Carolina Hurricanes,1,1,0,0,1576.0800896352591,1560.8992866872427
2021-05-31,New York Islanders,4,Boston Bruins,3,1,0,0,1545.607864611335,1565.4313132835966
2021-05-31,Montreal Canadiens,3,Toronto Maple Leafs,1,2,0,0,1482.3621081333235,1526.00808676005
2021-06-01,Tampa Bay Lightning,2,Carolina Hurricanes,1,1,0,0,1584.2587610086364,1552.7206153138654
2021-06-02,Vegas Golden Knights,2,Colorado Avalanche,3,1,0,0,1596.7255410922564,1639.299851194467
2021-06-02,Montreal Canadiens,5,Winnipeg Jets,3,2,0,0,1492.0760901164845,1524.537050845636
2021-06-03,Boston Bruins,2,New York Islanders,1,1,0,0,1573.5033561826788,1537.5358217122528
2021-06-03,Carolina Hurricanes,3,Tampa Bay Lightning,2,1,0,0,1561.9728199144565,1575.0065564080453
2021-06-04,Colorado Avalanche,2,Vegas Golden Knights,3,1,0,0,1630.8524188744525,1605.172973412271
2021-06-04,Montreal Canadiens,1,Winnipeg Jets,0,1,0,0,1501.34936407324,1515.2637768888806
2021-06-05,Boston Bruins,1,New York Islanders,4,3,0,0,1565.206119010464,1545.8330588844676
2021-06-05,Carolina Hurricanes,4,Tampa Bay Lightning,6,2,0,0,1554.8007920834352,1582.1785842390666
2021-06-06,Winnipeg Jets,1,Montreal Canadiens,5,4,0,0,1507.4715568771298,1509.1415840849907
2021-06-06,Colorado Avalanche,1,Vegas Golden Knights,5,4,0,0,1622.790202163617,1613.2351901231063
2021-06-07,New York Islanders,5,Boston Bruins,4,1,0,0,1554.8066783355418,1556.2324995593897
2021-06-07,Winnipeg Jets,2,Montreal Canadiens,3,1,1,1,1500.0380103785164,1516.575130583604
2021-06-08,Vegas Golden Knights,3,Colorado Avalanche,2,1,0,0,1621.983146955138,1614.0422453315855
2021-06-08,Tampa Bay Lightning,2,Carolina Hurricanes,0,2,0,0,1590.077488836901,1546.9018874856008
2021-06-09,Boston Bruins,2,New York Islanders,6,4,0,0,1548.727668996742,1562.3115088981895
2021-06-10,Colorado Avalanche,3,Vegas Golden Knights,6,3,0,0,1606.7530595165733,1629.2723327701501
2021-06-13,New York Islanders,2,Tampa Bay Lightning,1,1,0,0,1571.4774865975912,1580.9115111374992
2021-06-14,Montreal Canadiens,1,Vegas Golden Knights,4,3,0,0,1511.6107441388476,1634.2367192149065
2021-06-15,New York Islanders,2,Tampa Bay Lightning,4,2,0,0,1564.222659668894,1588.1663380661964
2021-06-16,Montreal Canadiens,3,Vegas Golden Knights,2,1,0,0,1522.850628545901,1622.9968348078532
2021-06-17,Tampa Bay Lightning,2,New York Islanders,1,1,0,0,1596.143885649243,1556.2451120858475
2021-06-18,Vegas Golden Knights,2,Montreal Canadiens,3,1,0,0,1613.2806928338566,1532.5667705198975
2021-06-19,Tampa Bay Lightning,2,New York Islanders,3,1,0,0,1587.7571997871134,1564.631797947977
2021-06-20,Vegas Golden Knights,2,Montreal Canadiens,1,1,0,0,1619.982913968996,1525.8645493847582
2021-06-21,New York Islanders,0,Tampa Bay Lightning,8,8,0,0,1557.6914950483797,1594.6975026867108
2021-06-22,Montreal Canadiens,4,Vegas Golden Knights,1,3,0,0,1536.5082046412228,1609.3392587125313
2021-06-23,Tampa Bay Lightning,2,New York Islanders,3,1,0,0,1586.3766155903043,1566.0123821447862
2021-06-24,Vegas Golden Knights,2,Montreal Canadiens,3,1,0,0,1600.2144013096188,1545.6330620441354
2021-06-25,New York Islanders,0,Tampa Bay Lightning,1,1,0,0,1559.0087497152615,1593.380248019829
2021-06-28,Montreal Canadiens,1,Tampa Bay Lightning,5,4,0,0,1539.2536121973394,1599.759697866625
2021-06-30,Montreal Canadiens,1,Tampa Bay Lightning,3,2,0,0,1533.1609005479022,1605.8524095160622
2021-07-02,Tampa Bay Lightning,6,Montreal Canadiens,3,3,0,0,1612.7306283550179,1526.2826817089465
2021-07-05,Tampa Bay Lightning,2,Montreal Canadiens,3,1,0,0,1603.3081764889475,1535.7051335750168
2021-07-07,Montreal Canadiens,0,Tampa Bay Lightning,1,1,0,0,1529.7703995119734,1609.242910551991
